time,waterTemperature_noaa,waterTemperature_sg
2019-08-28T22:00:00+00:00,31.68,29.97
2019-08-28T23:00:00+00:00,30.5,29.96
2019-08-29T00:00:00+00:00,29.31,30.0
2019-08-29T01:00:00+00:00,29.27,29.98
2019-08-29T02:00:00+00:00,29.23,29.96
2019-08-29T03:00:00+00:00,29.2,29.94
2019-08-29T04:00:00+00:00,29.18,29.92
2019-08-29T05:00:00+00:00,29.17,29.91
2019-08-29T06:00:00+00:00,29.15,29.9
2019-08-29T07:00:00+00:00,29.16,29.88
2019-08-29T08:00:00+00:00,29.17,29.87
2019-08-29T09:00:00+00:00,29.19,29.86
2019-08-29T10:00:00+00:00,29.19,29.84
2019-08-29T11:00:00+00:00,29.18,29.83
2019-08-29T12:00:00+00:00,29.18,29.82
2019-08-29T13:00:00+00:00,29.22,29.82
2019-08-29T14:00:00+00:00,29.25,29.82
2019-08-29T15:00:00+00:00,29.28,29.87
2019-08-29T16:00:00+00:00,29.54,29.98
2019-08-29T17:00:00+00:00,29.79,30.09
2019-08-29T18:00:00+00:00,30.05,30.2
2019-08-29T19:00:00+00:00,30.12,30.27
2019-08-29T20:00:00+00:00,30.18,30.29
2019-08-29T21:00:00+00:00,30.25,30.26
2019-08-29T22:00:00+00:00,29.98,30.18
2019-08-29T23:00:00+00:00,29.71,30.11
2019-08-30T00:00:00+00:00,29.44,29.95
2019-08-30T01:00:00+00:00,29.45,29.92
2019-08-30T02:00:00+00:00,29.45,29.89
2019-08-30T03:00:00+00:00,29.46,29.87
2019-08-30T04:00:00+00:00,29.45,29.85
2019-08-30T05:00:00+00:00,29.45,29.84
2019-08-30T06:00:00+00:00,29.44,29.82
2019-08-30T07:00:00+00:00,29.43,29.81
2019-08-30T08:00:00+00:00,29.42,29.8
2019-08-30T09:00:00+00:00,29.41,29.79
2019-08-30T10:00:00+00:00,29.4,29.78
2019-08-30T11:00:00+00:00,29.39,29.77
2019-08-30T12:00:00+00:00,29.37,29.76
2019-08-30T13:00:00+00:00,29.43,29.76
2019-08-30T14:00:00+00:00,29.48,29.76
2019-08-30T15:00:00+00:00,29.53,29.81
2019-08-30T16:00:00+00:00,29.61,29.89
2019-08-30T17:00:00+00:00,29.69,29.98
2019-08-30T18:00:00+00:00,29.77,30.07
2019-08-30T19:00:00+00:00,29.72,30.14
2019-08-30T20:00:00+00:00,29.67,30.19
2019-08-30T21:00:00+00:00,29.62,30.19
2019-08-30T22:00:00+00:00,29.62,30.15
2019-08-30T23:00:00+00:00,29.63,30.09
2019-08-31T00:00:00+00:00,29.63,29.84
2019-08-31T01:00:00+00:00,29.67,29.75
2019-08-31T02:00:00+00:00,29.71,29.68
2019-08-31T03:00:00+00:00,29.76,29.64
2019-08-31T04:00:00+00:00,29.74,29.61
2019-08-31T05:00:00+00:00,29.72,29.59
2019-08-31T06:00:00+00:00,29.71,29.57
2019-08-31T07:00:00+00:00,29.71,29.56
2019-08-31T08:00:00+00:00,29.72,29.55
2019-08-31T09:00:00+00:00,29.72,29.53
2019-08-31T10:00:00+00:00,29.73,29.52
2019-08-31T11:00:00+00:00,29.74,29.51
2019-08-31T12:00:00+00:00,29.75,29.51
2019-08-31T13:00:00+00:00,29.79,29.5
2019-08-31T14:00:00+00:00,29.84,29.51
2019-08-31T15:00:00+00:00,29.88,29.6
2019-08-31T16:00:00+00:00,30.08,29.72
2019-08-31T17:00:00+00:00,30.28,29.85
2019-08-31T18:00:00+00:00,30.49,30.01
2019-08-31T19:00:00+00:00,30.42,30.14
2019-08-31T20:00:00+00:00,30.36,30.25
2019-08-31T21:00:00+00:00,30.3,30.29
2019-08-31T22:00:00+00:00,30.02,30.26
2019-08-31T23:00:00+00:00,29.74,30.15
2019-09-01T00:00:00+00:00,29.47,29.48
2019-09-01T01:00:00+00:00,29.48,29.47
2019-09-01T02:00:00+00:00,29.48,29.46
2019-09-01T03:00:00+00:00,29.49,29.45
2019-09-01T04:00:00+00:00,29.48,29.44
2019-09-01T05:00:00+00:00,29.47,29.43
2019-09-01T06:00:00+00:00,29.45,29.42
2019-09-01T07:00:00+00:00,29.45,29.41
2019-09-01T08:00:00+00:00,29.45,29.39
2019-09-01T09:00:00+00:00,29.45,29.38
2019-09-01T10:00:00+00:00,29.49,29.37
2019-09-01T11:00:00+00:00,29.52,29.36
2019-09-01T12:00:00+00:00,29.55,29.35
2019-09-01T13:00:00+00:00,29.54,29.35
2019-09-01T14:00:00+00:00,29.53,29.35
2019-09-01T15:00:00+00:00,29.52,29.4
2019-09-01T16:00:00+00:00,29.55,29.45
2019-09-01T17:00:00+00:00,29.58,29.55
2019-09-01T18:00:00+00:00,29.6,29.67
2019-09-01T19:00:00+00:00,29.58,29.78
2019-09-01T20:00:00+00:00,29.57,29.87
2019-09-01T21:00:00+00:00,29.55,29.89
2019-09-01T22:00:00+00:00,29.5,29.83
2019-09-01T23:00:00+00:00,29.45,29.74
2019-09-02T00:00:00+00:00,29.4,29.67
2019-09-02T01:00:00+00:00,29.38,29.61
2019-09-02T02:00:00+00:00,29.36,29.55
2019-09-02T03:00:00+00:00,29.34,29.5
2019-09-02T04:00:00+00:00,29.34,29.47
2019-09-02T05:00:00+00:00,29.34,29.44
2019-09-02T06:00:00+00:00,29.34,29.41
2019-09-02T07:00:00+00:00,29.34,29.39
2019-09-02T08:00:00+00:00,29.34,29.37
2019-09-02T09:00:00+00:00,29.34,29.35
2019-09-02T10:00:00+00:00,29.33,29.34
2019-09-02T11:00:00+00:00,29.32,29.33
2019-09-02T12:00:00+00:00,29.31,29.32
2019-09-02T13:00:00+00:00,29.33,29.32
2019-09-02T14:00:00+00:00,29.34,29.33
2019-09-02T15:00:00+00:00,29.36,29.48
2019-09-02T16:00:00+00:00,29.37,29.7
2019-09-02T17:00:00+00:00,29.37,29.98
2019-09-02T18:00:00+00:00,29.38,30.25
2019-09-02T19:00:00+00:00,29.37,30.49
2019-09-02T20:00:00+00:00,29.36,30.66
2019-09-02T21:00:00+00:00,29.35,30.75
2019-09-02T22:00:00+00:00,29.23,30.73
2019-09-02T23:00:00+00:00,29.11,30.61
2019-09-03T00:00:00+00:00,28.99,30.42
time,waterTemperature_noaa,waterTemperature_sg
2020-08-24T00:00:00+00:00,29.73,29.76
2020-08-24T01:00:00+00:00,29.64,29.7
2020-08-24T02:00:00+00:00,29.55,29.67
2020-08-24T03:00:00+00:00,29.45,29.65
2020-08-24T04:00:00+00:00,29.42,29.64
2020-08-24T05:00:00+00:00,29.38,29.63
2020-08-24T06:00:00+00:00,29.35,29.62
2020-08-24T07:00:00+00:00,29.28,29.61
2020-08-24T08:00:00+00:00,29.22,29.61
2020-08-24T09:00:00+00:00,29.15,29.6
2020-08-24T10:00:00+00:00,29.38,29.59
2020-08-24T11:00:00+00:00,29.62,29.59
2020-08-24T12:00:00+00:00,29.85,29.58
2020-08-24T13:00:00+00:00,30.89,29.58
2020-08-24T14:00:00+00:00,31.93,29.58
2020-08-24T15:00:00+00:00,32.97,29.6
2020-08-24T16:00:00+00:00,33.46,29.71
2020-08-24T17:00:00+00:00,33.95,29.87
2020-08-24T18:00:00+00:00,34.43,30.02
2020-08-24T19:00:00+00:00,33.87,30.15
2020-08-24T20:00:00+00:00,33.31,30.23
2020-08-24T21:00:00+00:00,32.74,30.22
2020-08-24T22:00:00+00:00,31.63,30.15
2020-08-24T23:00:00+00:00,30.53,30.04
2020-08-25T00:00:00+00:00,29.42,29.61
2020-08-25T01:00:00+00:00,29.29,29.59
2020-08-25T02:00:00+00:00,29.15,29.58
2020-08-25T03:00:00+00:00,29.02,29.56
2020-08-25T04:00:00+00:00,28.99,29.55
2020-08-25T05:00:00+00:00,28.96,29.55
2020-08-25T06:00:00+00:00,28.92,29.54
2020-08-25T07:00:00+00:00,28.86,29.54
2020-08-25T08:00:00+00:00,28.8,29.53
2020-08-25T09:00:00+00:00,28.74,29.53
2020-08-25T10:00:00+00:00,29.01,29.52
2020-08-25T11:00:00+00:00,29.28,29.52
2020-08-25T12:00:00+00:00,29.55,29.51
2020-08-25T13:00:00+00:00,30.6,29.51
2020-08-25T14:00:00+00:00,31.65,29.51
2020-08-25T15:00:00+00:00,32.7,29.52
2020-08-25T16:00:00+00:00,33.35,29.53
2020-08-25T17:00:00+00:00,34.0,29.55
2020-08-25T18:00:00+00:00,34.65,29.57
2020-08-25T19:00:00+00:00,34.04,29.58
2020-08-25T20:00:00+00:00,33.42,29.57
2020-08-25T21:00:00+00:00,32.81,29.57
2020-08-25T22:00:00+00:00,31.66,29.55
2020-08-25T23:00:00+00:00,30.5,29.54
2020-08-26T00:00:00+00:00,29.35,29.9
2020-08-26T01:00:00+00:00,29.36,29.85
2020-08-26T02:00:00+00:00,29.36,29.81
2020-08-26T03:00:00+00:00,29.37,29.77
2020-08-26T04:00:00+00:00,29.28,29.74
2020-08-26T05:00:00+00:00,29.19,29.7
2020-08-26T06:00:00+00:00,29.1,29.68
2020-08-26T07:00:00+00:00,29.03,29.65
2020-08-26T08:00:00+00:00,28.96,29.63
2020-08-26T09:00:00+00:00,28.89,29.6
2020-08-26T10:00:00+00:00,29.17,29.59
2020-08-26T11:00:00+00:00,29.45,29.57
2020-08-26T12:00:00+00:00,29.73,29.56
2020-08-26T13:00:00+00:00,30.87,29.56
2020-08-26T14:00:00+00:00,32.01,29.56
2020-08-26T15:00:00+00:00,33.15,29.66
2020-08-26T16:00:00+00:00,33.7,29.81
2020-08-26T17:00:00+00:00,34.26,29.99
2020-08-26T18:00:00+00:00,34.81,30.16
2020-08-26T19:00:00+00:00,34.19,30.31
2020-08-26T20:00:00+00:00,33.57,30.42
2020-08-26T21:00:00+00:00,32.95,30.47
