SiteID,EventID,Date_,RawEvent,GearSpecific,GearBasic,Weather,SetTime,Temperature,Salinity,TidalStage,Comments,ProjectName
1777,6706,6/29/1995,950629016,BSEINE-K,beach seine,,13:15:00,NA,NA,LOW,,USGS-Robards-KBAY
1743,6707,6/29/1995,950629017,BSEINE-K,beach seine,,15:30:00,NA,NA,HIGH,,USGS-Robards-KBAY
1744,6708,6/29/1995,950629018,BSEINE-K,beach seine,,16:00:00,NA,NA,HIGH,,USGS-Robards-KBAY
1595,6709,6/29/1995,950629019,BSEINE-K,beach seine,,16:40:00,NA,NA,HIGH,,USGS-Robards-KBAY
1738,6710,6/29/1995,950629020,BSEINE-K,beach seine,,17:30:00,NA,NA,HIGH,,USGS-Robards-KBAY
1710,6711,7/5/1995,950705021,BSEINE-K,beach seine,,14:50:00,NA,NA,LOW,,USGS-Robards-KBAY
1713,6712,7/5/1995,950705022,BSEINE-K,beach seine,,15:35:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6713,7/11/1995,950711023,BSEINE-K,beach seine,,9:45:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6714,7/11/1995,950711024,BSEINE-K,beach seine,,10:10:00,NA,NA,LOW,,USGS-Robards-KBAY
1737,6715,7/11/1995,950711025,BSEINE-K,beach seine,,10:50:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6716,7/11/1995,950711026,BSEINE-K,beach seine,,16:00:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,6717,7/11/1995,950711027,BSEINE-K,beach seine,,16:25:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,6718,7/11/1995,950711028,BSEINE-K,beach seine,,22:10:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6719,7/11/1995,950711029,BSEINE-K,beach seine,,22:35:00,NA,NA,LOW,,USGS-Robards-KBAY
1732,6720,7/11/1995,950711030,BSEINE-K,beach seine,,17:05:00,NA,NA,HIGH,,USGS-Robards-KBAY
1735,6721,7/11/1995,950711031,BSEINE-K,beach seine,,17:45:00,NA,NA,LOW,,USGS-Robards-KBAY
1608,6722,7/19/1995,950719032,BSEINE-K,beach seine,,14:00:00,NA,NA,LOW,,USGS-Robards-KBAY
1775,6723,7/19/1995,950719034,BSEINE-K,beach seine,,15:00:00,NA,NA,LOW,,USGS-Robards-KBAY
1776,6724,7/19/1995,950719035,BSEINE-K,beach seine,,15:45:00,NA,NA,LOW,,USGS-Robards-KBAY
1778,6725,7/19/1995,950719036,BSEINE-K,beach seine,,16:15:00,NA,NA,LOW,,USGS-Robards-KBAY
1780,6726,7/19/1995,950719037,BSEINE-K,beach seine,,17:05:00,NA,NA,LOW,,USGS-Robards-KBAY
1779,6727,7/19/1995,950719038,BSEINE-K,beach seine,,17:40:00,NA,NA,HIGH,,USGS-Robards-KBAY
1768,7674,7/19/1995,950719033,BSEINE-K,beach seine,,14:40:00,NA,NA,LOW,,USGS-Robards-KBAY
1539,6728,7/20/1995,950720039,BSEINE-K,beach seine,,16:10:00,NA,NA,LOW,,USGS-Robards-KBAY
1610,6729,7/20/1995,950720040,BSEINE-K,beach seine,,17:05:00,NA,NA,LOW,,USGS-Robards-KBAY
1708,6730,7/20/1995,950720041,BSEINE-K,beach seine,,17:45:00,NA,NA,LOW,,USGS-Robards-KBAY
1588,6731,7/21/1995,950721042,BSEINE-K,beach seine,,15:20:00,NA,NA,LOW,,USGS-Robards-KBAY
1791,6732,7/21/1995,950721043,BSEINE-K,beach seine,,15:50:00,NA,NA,LOW,,USGS-Robards-KBAY
1734,6733,7/21/1995,950721044,BSEINE-K,beach seine,,16:15:00,NA,NA,LOW,,USGS-Robards-KBAY
1585,6734,7/21/1995,950721045,BSEINE-K,beach seine,,16:45:00,NA,NA,LOW,,USGS-Robards-KBAY
1774,6735,7/21/1995,950721046,BSEINE-K,beach seine,,17:15:00,NA,NA,LOW,,USGS-Robards-KBAY
1775,6736,7/21/1995,950721047,BSEINE-K,beach seine,,17:50:00,NA,NA,LOW,,USGS-Robards-KBAY
1777,6737,7/21/1995,950721048,BSEINE-K,beach seine,,18:15:00,NA,NA,LOW,,USGS-Robards-KBAY
1743,6738,7/23/1995,950723049,BSEINE-K,beach seine,,12:45:00,NA,NA,HIGH,,USGS-Robards-KBAY
1744,6739,7/23/1995,950723050,BSEINE-K,beach seine,,13:50:00,NA,NA,HIGH,,USGS-Robards-KBAY
1595,6740,7/23/1995,950723051,BSEINE-K,beach seine,,14:15:00,NA,NA,HIGH,,USGS-Robards-KBAY
1738,6741,7/23/1995,950723052,BSEINE-K,beach seine,,14:45:00,NA,NA,HIGH,,USGS-Robards-KBAY
1742,6742,7/23/1995,950723053,BSEINE-K,beach seine,,15:30:00,NA,NA,HIGH,,USGS-Robards-KBAY
1745,6743,7/23/1995,950723054,BSEINE-K,beach seine,,16:15:00,NA,NA,HIGH,,USGS-Robards-KBAY
1730,6744,7/25/1995,950725055,BSEINE-K,beach seine,,15:00:00,NA,NA,HIGH,,USGS-Robards-KBAY
1730,6745,7/25/1995,950725056,BSEINE-K,beach seine,,21:00:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6746,7/25/1995,950725057,BSEINE-K,beach seine,,21:20:00,NA,NA,LOW,,USGS-Robards-KBAY
1730,6747,7/26/1995,950726058,BSEINE-K,beach seine,,3:00:00,NA,NA,HIGH,,USGS-Robards-KBAY
1730,6748,7/26/1995,950726059,BSEINE-K,beach seine,,3:45:00,NA,NA,HIGH,,USGS-Robards-KBAY
1730,6749,7/26/1995,950726060,BSEINE-K,beach seine,,9:00:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6750,2/8/1996,960208003,BSEINE-K,beach seine,,15:30:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,7675,2/8/1996,960208001,BSEINE-K,beach seine,,10:25:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,7676,2/8/1996,960208002,BSEINE-K,beach seine,,10:35:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,7677,2/8/1996,960208004,BSEINE-K,beach seine,,15:45:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6751,3/15/1996,960315005,BSEINE-K,beach seine,,10:20:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6752,3/15/1996,960315006,BSEINE-K,beach seine,,10:35:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,7678,3/15/1996,960315007,BSEINE-K,beach seine,,16:00:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,7679,3/15/1996,960315008,BSEINE-K,beach seine,,16:25:00,NA,NA,HIGH,,USGS-Robards-KBAY
1737,6753,4/17/1996,960417009,BSEINE-K,beach seine,,8:50:00,NA,NA,LOW,,USGS-Robards-KBAY
1737,6754,4/17/1996,960417010,BSEINE-K,beach seine,,9:00:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6755,4/17/1996,960417011,BSEINE-K,beach seine,,9:20:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6756,4/17/1996,960417012,BSEINE-K,beach seine,,9:35:00,NA,NA,LOW,,USGS-Robards-KBAY
1776,6757,4/17/1996,960417013,BSEINE-K,beach seine,,9:45:00,NA,NA,LOW,,USGS-Robards-KBAY
1776,6758,4/17/1996,960417014,BSEINE-K,beach seine,,10:00:00,NA,NA,LOW,,USGS-Robards-KBAY
1737,6759,4/17/1996,960417015,BSEINE-K,beach seine,,15:30:00,NA,NA,HIGH,,USGS-Robards-KBAY
1737,6760,4/17/1996,960417016,BSEINE-K,beach seine,,15:37:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,6761,4/17/1996,960417017,BSEINE-K,beach seine,,15:45:00,NA,NA,HIGH,,USGS-Robards-KBAY
1776,6762,4/17/1996,960417019,BSEINE-K,beach seine,,16:10:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,7680,4/17/1996,960417018,BSEINE-K,beach seine,,15:52:00,NA,NA,HIGH,,USGS-Robards-KBAY
1776,7681,4/17/1996,960417020,BSEINE-K,beach seine,,16:12:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,6763,4/18/1996,960418021,BSEINE-K,beach seine,,15:00:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6764,4/18/1996,960418022,BSEINE-K,beach seine,,15:20:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6765,5/16/1996,960516023,BSEINE-K,beach seine,,8:10:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6766,5/16/1996,960516024,BSEINE-K,beach seine,,8:40:00,NA,NA,LOW,,USGS-Robards-KBAY
1737,6767,5/16/1996,960516025,BSEINE-K,beach seine,,9:05:00,NA,NA,LOW,,USGS-Robards-KBAY
1737,6768,5/16/1996,960516026,BSEINE-K,beach seine,,9:15:00,NA,NA,LOW,,USGS-Robards-KBAY
1737,6769,5/16/1996,960516027,BSEINE-K,beach seine,,14:55:00,NA,NA,HIGH,,USGS-Robards-KBAY
1737,6770,5/16/1996,960516028,BSEINE-K,beach seine,,15:10:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,6771,5/16/1996,960516029,BSEINE-K,beach seine,,15:30:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,6772,5/16/1996,960516030,BSEINE-K,beach seine,,15:40:00,NA,NA,HIGH,,USGS-Robards-KBAY
1776,6773,5/17/1996,960517031,BSEINE-K,beach seine,,8:50:00,NA,NA,LOW,,USGS-Robards-KBAY
1776,6774,5/17/1996,960517032,BSEINE-K,beach seine,,9:15:00,NA,NA,LOW,,USGS-Robards-KBAY
1791,6775,5/17/1996,960517033,BSEINE-K,beach seine,,9:40:00,NA,NA,LOW,,USGS-Robards-KBAY
1791,6776,5/17/1996,960517034,BSEINE-K,beach seine,,9:55:00,NA,NA,LOW,,USGS-Robards-KBAY
1776,6777,5/17/1996,960517035,BSEINE-K,beach seine,,15:30:00,NA,NA,HIGH,,USGS-Robards-KBAY
1776,6778,5/17/1996,960517036,BSEINE-K,beach seine,,15:45:00,NA,NA,HIGH,,USGS-Robards-KBAY
1791,6779,5/17/1996,960517037,BSEINE-K,beach seine,,16:05:00,NA,NA,HIGH,,USGS-Robards-KBAY
1791,6780,5/17/1996,960517038,BSEINE-K,beach seine,,16:15:00,NA,NA,HIGH,,USGS-Robards-KBAY
1791,6781,5/17/1996,960517039,BSEINE-K,beach seine,,16:30:00,NA,NA,HIGH,,USGS-Robards-KBAY
1713,6782,5/18/1996,960518040,BSEINE-K,beach seine,,9:15:00,NA,NA,LOW,,USGS-Robards-KBAY
1713,6783,5/18/1996,960518041,BSEINE-K,beach seine,,9:30:00,NA,NA,LOW,,USGS-Robards-KBAY
1710,6784,5/18/1996,960518042,BSEINE-K,beach seine,,10:05:00,NA,NA,LOW,,USGS-Robards-KBAY
1710,6785,5/18/1996,960518043,BSEINE-K,beach seine,,10:20:00,NA,NA,LOW,,USGS-Robards-KBAY
1713,6786,5/18/1996,960518044,BSEINE-K,beach seine,,15:55:00,NA,NA,HIGH,,USGS-Robards-KBAY
1713,6787,5/18/1996,960518045,BSEINE-K,beach seine,,16:05:00,NA,NA,HIGH,,USGS-Robards-KBAY
1710,6788,5/18/1996,960518046,BSEINE-K,beach seine,,16:35:00,NA,NA,HIGH,,USGS-Robards-KBAY
1737,6789,6/3/1996,960603047,BSEINE-K,beach seine,,9:40:00,NA,NA,LOW,,USGS-Robards-KBAY
1737,6790,6/3/1996,960603048,BSEINE-K,beach seine,,9:50:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6791,6/3/1996,960603049,BSEINE-K,beach seine,,10:15:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6792,6/3/1996,960603050,BSEINE-K,beach seine,,10:30:00,NA,NA,LOW,,USGS-Robards-KBAY
1791,6793,6/3/1996,960603051,BSEINE-K,beach seine,,10:55:00,NA,NA,LOW,,USGS-Robards-KBAY
1791,6794,6/3/1996,960603052,BSEINE-K,beach seine,,11:05:00,NA,NA,LOW,,USGS-Robards-KBAY
1776,6795,6/3/1996,960603053,BSEINE-K,beach seine,,11:25:00,NA,NA,LOW,,USGS-Robards-KBAY
1776,6796,6/3/1996,960603054,BSEINE-K,beach seine,,11:35:00,NA,NA,LOW,,USGS-Robards-KBAY
1737,6797,6/3/1996,960603055,BSEINE-K,beach seine,,15:50:00,NA,NA,HIGH,,USGS-Robards-KBAY
1737,6798,6/3/1996,960603056,BSEINE-K,beach seine,,16:10:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,6799,6/3/1996,960603057,BSEINE-K,beach seine,,16:40:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,6800,6/3/1996,960603058,BSEINE-K,beach seine,,16:50:00,NA,NA,HIGH,,USGS-Robards-KBAY
1791,6801,6/3/1996,960603059,BSEINE-K,beach seine,,17:25:00,NA,NA,HIGH,,USGS-Robards-KBAY
1791,6802,6/3/1996,960603060,BSEINE-K,beach seine,,17:35:00,NA,NA,HIGH,,USGS-Robards-KBAY
1776,6803,6/3/1996,960603061,BSEINE-K,beach seine,,17:46:00,NA,NA,HIGH,,USGS-Robards-KBAY
1776,6804,6/3/1996,960603062,BSEINE-K,beach seine,,17:55:00,NA,NA,HIGH,,USGS-Robards-KBAY
1713,6805,6/4/1996,960604063,BSEINE-K,beach seine,,10:20:00,NA,NA,LOW,,USGS-Robards-KBAY
1710,6806,6/4/1996,960604064,BSEINE-K,beach seine,,11:20:00,NA,NA,LOW,,USGS-Robards-KBAY
1710,6807,6/4/1996,960604065,BSEINE-K,beach seine,,11:35:00,NA,NA,LOW,,USGS-Robards-KBAY
1710,6808,6/4/1996,960604066,BSEINE-K,beach seine,,16:50:00,NA,NA,HIGH,,USGS-Robards-KBAY
1710,6809,6/4/1996,960604067,BSEINE-K,beach seine,,17:05:00,NA,NA,HIGH,,USGS-Robards-KBAY
1713,6810,6/4/1996,960604068,BSEINE-K,beach seine,,17:40:00,NA,NA,HIGH,,USGS-Robards-KBAY
1737,6811,6/14/1996,960614069,BSEINE-K,beach seine,,7:20:00,NA,NA,LOW,,USGS-Robards-KBAY
1737,6812,6/14/1996,960614070,BSEINE-K,beach seine,,7:40:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6813,6/14/1996,960614071,BSEINE-K,beach seine,,8:00:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6814,6/14/1996,960614072,BSEINE-K,beach seine,,8:15:00,NA,NA,LOW,,USGS-Robards-KBAY
1791,6815,6/14/1996,960614073,BSEINE-K,beach seine,,8:45:00,NA,NA,LOW,,USGS-Robards-KBAY
1791,6816,6/14/1996,960614074,BSEINE-K,beach seine,,9:00:00,NA,NA,LOW,,USGS-Robards-KBAY
1776,6817,6/14/1996,960614075,BSEINE-K,beach seine,,9:10:00,NA,NA,LOW,,USGS-Robards-KBAY
1776,6818,6/14/1996,960614076,BSEINE-K,beach seine,,9:25:00,NA,NA,LOW,,USGS-Robards-KBAY
1737,6819,6/14/1996,960614077,BSEINE-K,beach seine,,13:45:00,NA,NA,HIGH,,USGS-Robards-KBAY
1737,6820,6/14/1996,960614078,BSEINE-K,beach seine,,14:00:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,6821,6/14/1996,960614079,BSEINE-K,beach seine,,14:25:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,6822,6/14/1996,960614080,BSEINE-K,beach seine,,14:40:00,NA,NA,HIGH,,USGS-Robards-KBAY
1791,6823,6/14/1996,960614081,BSEINE-K,beach seine,,15:10:00,NA,NA,HIGH,,USGS-Robards-KBAY
1791,6824,6/14/1996,960614082,BSEINE-K,beach seine,,15:20:00,NA,NA,HIGH,,USGS-Robards-KBAY
1776,6825,6/14/1996,960614083,BSEINE-K,beach seine,,15:35:00,NA,NA,HIGH,,USGS-Robards-KBAY
1776,6826,6/14/1996,960614084,BSEINE-K,beach seine,,15:42:00,NA,NA,HIGH,,USGS-Robards-KBAY
1713,6827,6/15/1996,960615085,BSEINE-K,beach seine,,8:10:00,NA,NA,LOW,,USGS-Robards-KBAY
1710,6828,6/15/1996,960615086,BSEINE-K,beach seine,,9:40:00,NA,NA,LOW,,USGS-Robards-KBAY
1710,6829,6/15/1996,960615087,BSEINE-K,beach seine,,9:50:00,NA,NA,LOW,,USGS-Robards-KBAY
1713,6830,6/15/1996,960615088,BSEINE-K,beach seine,,14:05:00,NA,NA,HIGH,,USGS-Robards-KBAY
1710,6831,6/15/1996,960615089,BSEINE-K,beach seine,,15:00:00,NA,NA,HIGH,,USGS-Robards-KBAY
1710,6832,6/15/1996,960615090,BSEINE-K,beach seine,,15:10:00,NA,NA,HIGH,,USGS-Robards-KBAY
1733,6833,6/16/1996,960616091,BSEINE-K,beach seine,,8:30:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6834,6/17/1996,960617092,BSEINE-K,beach seine,,9:50:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6835,6/17/1996,960617093,BSEINE-K,beach seine,,10:00:00,NA,NA,LOW,,USGS-Robards-KBAY
1708,6836,6/20/1996,960620094,BSEINE-K,beach seine,,14:30:00,NA,NA,LOW,,USGS-Robards-KBAY
1708,6837,6/25/1996,960625095,BSEINE-K,beach seine,,9:00:00,NA,NA,HIGH,,USGS-Robards-KBAY
1708,6838,6/26/1996,960626096,BSEINE-K,beach seine,,9:50:00,NA,NA,HIGH,,USGS-Robards-KBAY
1708,6839,6/26/1996,960626097,BSEINE-K,beach seine,,10:15:00,NA,NA,HIGH,,USGS-Robards-KBAY
1708,6840,6/26/1996,960626098,BSEINE-K,beach seine,,10:45:00,NA,NA,HIGH,,USGS-Robards-KBAY
1582,7700,6/26/1996,B960626001,BSEINE-A,beach seine,,17:00:00,NA,NA,LOW,,USGS-Kettle
1582,7701,6/26/1996,B960626002,BSEINE-A,beach seine,,17:40:00,NA,NA,LOW,,USGS-Kettle
1737,6841,6/28/1996,960628099,BSEINE-K,beach seine,,6:10:00,NA,NA,LOW,,USGS-Robards-KBAY
1737,6842,6/28/1996,960628100,BSEINE-K,beach seine,,6:25:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6843,6/28/1996,960628101,BSEINE-K,beach seine,,6:45:00,NA,NA,LOW,,USGS-Robards-KBAY
1589,6844,6/28/1996,960628102,BSEINE-K,beach seine,,7:00:00,NA,NA,LOW,,USGS-Robards-KBAY
1791,6845,6/28/1996,960628103,BSEINE-K,beach seine,,7:40:00,NA,NA,LOW,,USGS-Robards-KBAY
1791,6846,6/28/1996,960628104,BSEINE-K,beach seine,,7:45:00,NA,NA,LOW,,USGS-Robards-KBAY
1776,6847,6/28/1996,960628105,BSEINE-K,beach seine,,7:55:00,NA,NA,LOW,,USGS-Robards-KBAY
1776,6848,6/28/1996,960628106,BSEINE-K,beach seine,,12:30:00,NA,NA,HIGH,,USGS-Robards-KBAY
1791,6849,6/28/1996,960628107,BSEINE-K,beach seine,,12:50:00,NA,NA,HIGH,,USGS-Robards-KBAY
1791,6850,6/28/1996,960628108,BSEINE-K,beach seine,,13:05:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,6851,6/28/1996,960628109,BSEINE-K,beach seine,,13:35:00,NA,NA,HIGH,,USGS-Robards-KBAY
1589,6852,6/28/1996,960628110,BSEINE-K,beach seine,,13:45:00,NA,NA,HIGH,,USGS-Robards-KBAY
1737,6853,6/28/1996,960628111,BSEINE-K,beach seine,,14:10:00,NA,NA,HIGH,,USGS-Robards-KBAY
1737,6854,6/28/1996,960628112,BSEINE-K,beach seine,,14:20:00,NA,NA,HIGH,,USGS-Robards-KBAY
1713,6855,6/29/1996,960629113,BSEINE-K,beach seine,,7:45:00,NA,NA,LOW,,USGS-Robards-KBAY
1710,6856,6/29/1996,960629114,BSEINE-K,beach seine,,8:40:00,NA,NA,LOW,,USGS-Robards-KBAY
1710,6857,6/29/1996,960629115,BSEINE-K,beach seine,,8:50:00,NA,NA,LOW,,USGS-Robards-KBAY
1583,6858,7/1/1996,960701116,BSEINE-K,beach seine,,10:30:00,NA,NA,LOW,,USGS-Robards-KBAY
1591,6859,7/2/1996,960702117,BSEINE-K,beach seine,,10:20:00,NA,NA,LOW,,USGS-Robards-KBAY
1608,6860,7/2/1996,960702118,BSEINE-K,beach seine,,11:25:00,NA,NA,LOW,,USGS-Robards-KBAY
